label	x	y
C3	-0.4088	0.0000
C4	0.4088	0.0000
Cz	0.0000	0.0000
F3	-0.3592	0.4472
F4	0.3592	0.4472
F7	-0.8090	0.5878
F8	0.8090	0.5878
Fp1	-0.3090	0.9511
Fp2	0.3090	0.9511
Fpz	0.0000	1.0000
Fz	0.0000	0.4142
LPA	-1.4598	-0.0000
NAS	-0.0000	1.4598
O1	-0.3090	-0.9511
O2	0.3090	-0.9511
Oz	0.0000	-1.0000
P3	-0.3592	-0.4472
P4	0.3592	-0.4472
P7	-0.8090	-0.5878
P8	0.8090	-0.5878
Pz	0.0000	-0.4142
RPA	1.4598	0.0000
T7	-1.0000	0.0000
T8	1.0000	0.0000
