label	x	y
FC2	0.16155945009969566	0.3079
FC2h	0.15914832190544928	0.3087
FC3	0.17179573892458574	0.3048
FC3h	0.1657118149389255	0.3066
FC4	0.17179573892458574	0.3048
FC4h	0.1657118149389255	0.3066
FC5	0.19122896481387047	0.3000
FC5h	0.18015121747931176	0.3026
FC6	0.19122896481387047	0.3000
FC6h	0.18015121747931176	0.3026
FCC1	0.0803732535959169	0.1559
FCC1h	0.07911120109328339	0.1563
FCC2	0.0803732535959169	0.1559
FCC2h	0.07911120109328339	0.1563
FCC3	0.08570793756596122	0.1543
FCC3h	0.08251807741386644	0.1552
FCC4	0.08570793756596122	0.1543
FCC4h	0.08251807741386644	0.1552
FCC5	0.09595704358812382	0.1519
FCC5h	0.0901070462298553	0.1532
FCC6	0.09595704358812382	0.1519
FCC6h	0.0901070462298553	0.1532
FCCz	0.07868390602203552	0.1564
FCz	0.1583722002972682	0.3090
FFC1	0.24451410658307213	0.4524
FFC1h	0.24117396852403233	0.4536
FFC2	0.24451410658307213	0.4524
FFC2h	0.24117396852403233	0.4536
FFC3	0.2586774473000289	0.4479
FFC3h	0.2502638742292095	0.4505
FFC4	0.2586774473000289	0.4479
FFC4h	0.2502638742292095	0.4505
FFC5	0.28521514073115495	0.4408
FFC5h	0.2701701093560146	0.4447
FFC6	0.28521514073115495	0.4408
FFC6h	0.2701701093560146	0.4447
FFCz	0.24008461131676362	0.4540
FFT10	0.454	0.4540
FFT10h	0.3877551020408163	0.4484
FFT7	0.3298701298701299	0.4318
FFT7h	0.30475459051874604	0.4365
FFT8	0.3298701298701299	0.4318
FFT8h	0.30475459051874604	0.4365
FFT9	0.454	0.4540
FFT9h	0.3877551020408163	0.4484
FT10	0.309	0.3090
FT10h	0.26392251815980633	0.3052
FT7	0.2245225362872422	0.2939
FT7h	0.20570518590320572	0.2971
FT8	0.2245225362872422	0.2939
FT8h	0.20570518590320572	0.2971
FT9	0.309	0.3090
FT9h	0.26392251815980633	0.3052
FTT10	0.1564	0.1564
FTT10h	0.13360428917329642	0.1545
FTT7	0.11367456073338426	0.1488
FTT7h	0.10361694798484326	0.1504
FTT8	0.11367456073338426	0.1488
FTT8h	0.10361694798484326	0.1504
FTT9	0.1564	0.1564
FTT9h	0.13360428917329642	0.1545
Fp1	0.6909854851031322	0.9045
Fp1h	0.7176470588235295	0.9394
Fp2	0.6909854851031322	0.9045
Fp2h	0.7176470588235295	0.9394
Fpz	0.726585179526356	0.9511
Fz	0.324930901050304	0.5878
I1	-0.9511	-0.9511
I1h	-0.9877	-0.9877
I2	-0.9511	-0.9511
I2h	-0.9877	-0.9877
Iz	-1.0	-1.0000
N1	0.9511	0.9511
N1h	0.9877	0.9877
N2	0.9511	0.9511
N2h	0.9877	0.9877
NFp1	0.8123486682808716	0.9394
NFp1h	0.8435662400553442	0.9755
NFp2	0.8123486682808716	0.9394
NFp2h	0.8435662400553442	0.9755
NFpz	0.8541162227602905	0.9877
Nz	1.0	1.0000
O1	-0.6909854851031322	-0.9045
O1h	-0.7176470588235295	-0.9394
O2	-0.6909854851031322	-0.9045
O2h	-0.7176470588235295	-0.9394
OI1	-0.8123486682808716	-0.9394
OI1h	-0.8435662400553442	-0.9755
OI2	-0.8123486682808716	-0.9394
OI2h	-0.8435662400553442	-0.9755
OIz	-0.8541162227602905	-0.9877
Oz	-0.726585179526356	-0.9511
P1	-0.3301583723158429	-0.5858
P10	-0.5878	-0.5878
P10h	-0.5020754064337599	-0.5806
P1h	-0.3262234072099095	-0.5873
P2	-0.3301583723158429	-0.5858
P2h	-0.3262234072099095	-0.5873
P3	-0.346682606096832	-0.5800
P3h	-0.33685608685608687	-0.5833
P4	-0.346682606096832	-0.5800
P4h	-0.33685608685608687	-0.5833
P5	-0.3771390815989428	-0.5708
P5h	-0.3599199899987498	-0.5758
P6	-0.3771390815989428	-0.5708
P6h	-0.3599199899987498	-0.5758
P7	-0.42704354469060357	-0.5590
P7h	-0.3991807331026203	-0.5652
P8	-0.42704354469060357	-0.5590
P8h	-0.3991807331026203	-0.5652
P9	-0.5878	-0.5878
P9h	-0.5020754064337599	-0.5806
PO1	-0.5138924292633189	-0.8064
PO10	-0.809	-0.8090
PO10h	-0.6910238671739882	-0.7991
PO1h	-0.5105482566953006	-0.8083
PO2	-0.5138924292633189	-0.8064
PO2h	-0.5105482566953006	-0.8083
PO3	-0.5274072117289658	-0.7986
PO3h	-0.5194360002587155	-0.8031
PO4	-0.5274072117289658	-0.7986
PO4h	-0.5194360002587155	-0.8031
PO5	-0.5513009327442318	-0.7861
PO5h	-0.5379240162822253	-0.7929
PO6	-0.5513009327442318	-0.7861
PO6h	-0.5379240162822253	-0.7929
PO7	-0.5878533231474408	-0.7695
PO7h	-0.5677805340726688	-0.7782
PO8	-0.5878533231474408	-0.7695
PO8h	-0.5677805340726688	-0.7782
PO9	-0.809	-0.8090
PO9h	-0.6910238671739882	-0.7991
POO1	-0.6148414786099959	-0.8882
POO10	-0.891	-0.8910
POO10h	-0.760982359045313	-0.8800
POO1h	-0.6132809809189226	-0.8903
POO2	-0.6148414786099959	-0.8882
POO2h	-0.6132809809189226	-0.8903
POO3	-0.621020681866309	-0.8798
POO3h	-0.6174192197641147	-0.8847
POO4	-0.621020681866309	-0.8798
POO4h	-0.6174192197641147	-0.8847
POO5	-0.6316825906206696	-0.8661
POO5h	-0.6257879656160459	-0.8736
POO6	-0.6316825906206696	-0.8661
POO6h	-0.6257879656160459	-0.8736
POO7	-0.6473644003055768	-0.8474
POO7h	-0.638822652757079	-0.8573
POO8	-0.6473644003055768	-0.8474
POO8h	-0.638822652757079	-0.8573
POO9	-0.891	-0.8910
POO9h	-0.760982359045313	-0.8800
POOz	-0.6127922971114168	-0.8910
POz	-0.5095100138556493	-0.8090
PPO1	-0.4194892553128163	-0.7047
PPO10	-0.7071	-0.7071
PPO10h	-0.6039432722241439	-0.6984
PPO1h	-0.4155149091336823	-0.7065
PPO2	-0.4194892553128163	-0.7047
PPO2h	-0.4155149091336823	-0.7065
PPO3	-0.4360977438910068	-0.6978
PPO3h	-0.42628925469234036	-0.7018
PPO4	-0.4360977438910068	-0.6978
PPO4h	-0.42628925469234036	-0.7018
PPO5	-0.4661327541740193	-0.6868
PPO5h	-0.449257505998314	-0.6928
PPO6	-0.4661327541740193	-0.6868
PPO6h	-0.449257505998314	-0.6928
PPO7	-0.5137509549274255	-0.6725
PPO7h	-0.4873503905970043	-0.6800
PPO8	-0.5137509549274255	-0.6725
PPO8h	-0.4873503905970043	-0.6800
PPO9	-0.7071	-0.7071
PPO9h	-0.6039432722241439	-0.6984
PPOz	-0.41421123542850447	-0.7071
Pz	-0.324930901050304	-0.5878
T10	0.0	0.0000
T10h	0.0	0.0000
T7	0.0	0.0000
T7h	0.0	0.0000
T8	0.0	0.0000
T8h	0.0	0.0000
T9	0.0	0.0000
T9h	0.0	0.0000
TP10	-0.309	-0.3090
TP10h	-0.26392251815980633	-0.3052
TP7	-0.2245225362872422	-0.2939
TP7h	-0.20570518590320572	-0.2971
TP8	-0.2245225362872422	-0.2939
TP8h	-0.20570518590320572	-0.2971
TP9	-0.309	-0.3090
TP9h	-0.26392251815980633	-0.3052
TPP10	-0.454	-0.4540
TPP10h	-0.3877551020408163	-0.4484
TPP7	-0.3298701298701299	-0.4318
TPP7h	-0.30475459051874604	-0.4365
TPP8	-0.3298701298701299	-0.4318
TPP8h	-0.30475459051874604	-0.4365
TPP9	-0.454	-0.4540
TPP9h	-0.3877551020408163	-0.4484
TTP10	-0.1564	-0.1564
TTP10h	-0.13360428917329642	-0.1545
TTP7	-0.11367456073338426	-0.1488
TTP7h	-0.10361694798484326	-0.1504
TTP8	-0.11367456073338426	-0.1488
TTP8h	-0.10361694798484326	-0.1504
TTP9	-0.1564	-0.1564
TTP9h	-0.13360428917329642	-0.1545
