label	x	y
C3	-0.3249	0.0000
C4	0.3249	0.0000
Cz	0.0000	0.0000
F3	-0.2744	0.3467
F4	0.2744	0.3467
F7	-0.5879	0.4270
F8	0.5879	0.4270
Fp1	-0.2245	0.6910
Fp2	0.2245	0.6910
Fpz	0.0000	0.7266
Fz	0.0000	0.3249
LPA	-1.0000	0.0000
NAS	0.0000	1.0000
O1	-0.2245	-0.6910
O2	0.2245	-0.6910
Oz	0.0000	-0.7266
P3	-0.2744	-0.3467
P4	0.2744	-0.3467
P7	-0.5879	-0.4270
P8	0.5879	-0.4270
Pz	0.0000	-0.3249
RPA	1.0000	0.0000
T7	-0.7266	0.0000
T8	0.7266	0.0000
